frame,x,y
110,-0.00875,-0.12323125
111,-0.002875,-0.101325
112,-0.00528125,-0.0735875
113,0.003,-0.046837500000000004
114,0.00885,-0.027931249999999998
115,0.00670625,-0.0150625
116,0.007125,-0.0020875
117,0.022075,0.0066375
118,0.04053125,0.00705
119,0.0542,0.00805625
120,0.0763125,0.013631250000000001
121,0.118,0.01968125
122,0.15569375,0.0268125
123,0.19259375,0.03020625
124,0.20189375,0.02105
125,0.0937625,0.00964375
126,0.0827875,0.0157875
127,0.2944875,0.024825
128,0.2941875,0.02685625
129,0.26456875,0.033875
130,0.2970625,0.03895625
131,0.26196875,0.01851875
132,0.24335625,0.0018437500000000001
133,0.11235624999999999,0.00389375
134,0.084425,0.02273125
135,0.0853875,0.00214375
136,0.1035875,0.02045
137,0.01773125,-0.015412499999999999
138,-0.0739375,-0.0682375
139,-0.1470375,-0.10623125
140,-0.21954375,-0.12610625
141,-0.260075,-0.127725
142,-0.36888125,-0.10383125
143,-0.59133125,-0.14574375
144,-0.8181625,-0.19951875
145,-1.02839375,-0.2247625
146,-1.18645,-0.2313
147,-1.2037499999999999,-0.22305
148,-1.1813,-0.2154875
149,-1.05301875,-0.19525
150,-0.810475,-0.168075
151,-0.62305625,-0.1459125
152,-0.56639375,-0.1429375
153,-0.52616875,-0.13014375
154,-0.4100875,-0.10760625
155,-0.24453125,-0.08921875
156,-0.13292500000000002,-0.07544375
157,-0.00978125,-0.0619125
158,0.04983125,-0.05515
159,0.00748125,-0.05476875
160,-0.0326125,-0.058125
161,-0.01389375,-0.0564625
162,0.0020625,-0.06256875
163,0.03055,-0.07579375
164,0.04021875,-0.0796875
165,0.03685,-0.08851875
166,-0.03015625,-0.0864625
167,-0.11055,-0.08695
168,-0.00448125,-0.05474375
169,0.05865625,-0.02139375
170,0.1413,-0.02306875
171,0.1267625,-0.0250875
172,0.1343375,-0.0381
173,0.151175,-0.02455625
174,0.02920625,-0.03661875
175,0.05555625,-0.04064375
176,0.12643125,-0.0474
177,0.07901875,-0.05245
178,0.11598125,-0.050225
179,0.1943125,-0.05709375
180,0.20226875,-0.01899375
181,0.1564875,0.01025625
182,0.14726875,-0.01358125
183,0.1586,-0.0339875
184,0.12998125,-0.04643125
185,0.01075,-0.0361
186,-0.0331,-0.02266875
187,-0.025437500000000002,-0.02651875
188,-0.01778125,-0.030375
189,-0.0101125,-0.034225
190,-0.00244375,-0.03808125
191,0.00521875,-0.041931249999999996
192,0.01288125,-0.04578125
193,0.02054375,-0.0496375
194,0.028206250000000002,-0.0534875
195,-0.0012812499999999996,-0.0588625
196,0.006543750000000001,-0.0620125
197,0.0809875,-0.02163125
198,0.07951875,-0.01366875
199,-0.02166875,-0.0375625
200,-0.08493125,-0.04656875
201,-0.03794375,-0.03355625
202,-0.01856875,-0.0156125
203,-0.0436125,0.00034375
204,-0.044925,0.0008124999999999999
205,-0.01135,0.0005562500000000001
206,-0.08093125,-0.030475
207,-0.04156875,-0.016975
208,0.0106,-0.0017125
209,0.0309375,-0.003725
210,0.009412499999999999,0.00209375
211,-0.02715,-0.00070625
212,-0.004399999999999999,0.00189375
213,0.0374,-0.01920625
214,0.009600000000000001,-0.0370375
215,-0.04230625,-0.03104375
216,-0.0236125,-0.02230625
217,-0.02223125,-0.0257875
218,-0.02748125,-0.03129375
219,-0.00815625,-0.0379875
220,-0.00844375,-0.03601875
221,-0.01950625,-0.0178
222,-0.0288375,-0.01850625
223,-0.03643125,-0.021225
224,0.0015062499999999998,-0.0176
225,0.0252375,-0.007
226,-0.0362875,-0.0257625
227,-0.11853125,-0.04530625
228,-0.0064687500000000005,-0.026575
229,-0.0010875,-0.02315
230,-0.02880625,-0.03316875
231,0.01734375,-0.03631875
232,0.0613,-0.0559
233,0.0881875,-0.059687500000000004
234,0.07071875,-0.051875
235,0.09363125,-0.04444375
236,0.09105,-0.02848125
237,0.07981250000000001,-0.0193625
238,0.0538625,-0.05110625
239,0.06511875,-0.047625
240,0.07448125,-0.04774375
241,0.12304999999999999,-0.0492875
242,0.1350125,-0.0488375
243,0.1221375,-0.034025
244,0.1253,-0.02969375
245,0.12521875,-0.02560625
246,0.1252,-0.02151875
247,0.12513125,-0.017425
248,0.1251,-0.0133375
249,0.12504375,-0.00925625
250,0.125,-0.005175
251,0.12495625,-0.00108125
252,0.1249,0.00300625
253,0.06370625,-0.014356250000000001
254,0.0786875,-0.054675
255,0.13883125,-0.06009375
256,0.07015625,-0.04864375
257,0.077175,-0.0533875
258,0.10375625,-0.0635625
259,0.14640625,-0.03900625
260,0.17530625,-0.0212875
261,0.09201875,-0.04926875
262,0.0826875,-0.0485375
263,0.132425,-0.04233125
264,0.11190625,-0.040825
265,0.10821875,-0.04671875
266,0.08266875,-0.04604375
267,0.04523125,-0.0199375
268,0.06988125,-0.034493750000000004
269,0.08795625,-0.06884375
270,0.1584375,-0.0567125
271,0.09363125,-0.0382375
272,0.07466875,-0.04025625
273,0.18609375,-0.04670625
274,0.2271625,-0.03153125
275,0.1511125,-0.008425
276,0.0628875,-0.0140375
277,0.04885,-0.01258125
278,0.1665625,-0.00933125
279,0.1943375,-0.02381875
280,0.20946875,0.01450625
281,0.235725,-0.0054
282,0.23885625,-0.0339375
283,0.2176625,-0.0146375
284,0.20743125,-0.014275
285,0.23495625,-0.00390625
286,0.2722375,-0.0108375
287,0.281175,-0.00405
288,0.246875,-0.0274125
289,0.2411875,-0.0812
290,0.239575,-0.06233125
291,0.2596625,-0.04631875
292,0.27810625,-0.062975
293,0.2745625,-0.0493875
294,0.207825,-0.032100000000000004
295,0.21635625,-0.03709375
296,0.21058125,-0.05308125
297,0.1957125,-0.026225000000000002
298,0.1912375,-0.01651875
299,0.08013125,-0.125475
0,-0.01065,0.10143125
1,-0.00780625,-0.0252875
2,-0.00275625,-0.01964375
3,0.0046875,-0.01289375
4,0.00964375,-0.0146
5,0.0098375,-0.02089375
6,0.0059812500000000005,-0.025275
7,-0.0004375,-0.0235125
8,-0.00640625,-0.01945
9,-0.0061125,-0.01621875
10,-0.00415,-0.01403125
11,-0.00070625,-0.01055
12,0.00140625,-0.00573125
13,0.0007,-0.005475
14,-0.0011625,-0.01100625
15,-0.00589375,-0.01100625
16,-0.005375,-0.010275
17,-0.00385625,-0.0069875
18,-0.00521875,-0.0025
19,-0.00678125,0.00293125
20,-0.003575,0.0095625
21,0.0008625,0.0118
22,0.00414375,0.009375
23,0.01130625,0.00496875
24,0.015825,0.0071937500000000005
25,0.01970625,0.01028125
26,0.0256625,0.011775
27,0.0365625,0.01225625
28,0.0492,0.01315625
29,0.060775,0.01758125
30,0.0682,0.02
31,0.06813125,0.0212875
32,0.064975,0.025025
33,0.06023125,0.0249125
34,0.05289375,0.02134375
35,0.049493749999999996,0.0196375
36,0.05025625,0.01926875
37,0.05266875,0.0228375
38,0.05703125,0.027525
39,0.06510625,0.031843750000000004
40,0.073275,0.03686875
41,0.0763,0.03924375
42,0.082925,0.0402625
43,0.0944625,0.0380875
44,0.104375,0.03185625
45,0.11204375,0.0257375
46,0.11683125,0.0189875
47,0.12368124999999999,0.0147
48,0.13106875,0.01310625
49,0.1371875,0.01031875
50,0.14218125,0.01171875
51,0.1514625,0.013975
52,0.16296875,0.0142375
53,0.16935,0.012875
54,0.179125,0.01110625
55,0.19501875,0.0045125
56,0.2118625,-0.002575
57,0.22659375,-0.00568125
58,0.232,-0.00216875
59,0.2319,0.0065625
60,0.2304875,0.01388125
61,0.2080625,-0.0079375
62,0.18913125,-0.06016875
63,0.1985125,-0.06566875
64,0.204925,-0.05825625
65,0.199925,-0.05565625
66,0.19511875,-0.05098125
67,0.19721875,-0.04504375
68,0.19705625,-0.04
69,0.1995125,-0.03326875
70,0.20833125,-0.0312375
71,0.214175,-0.035525
72,0.21879375,-0.0403875
73,0.2196,-0.0480375
74,0.21411875,-0.052125
75,0.20624375,-0.04904375
76,0.201225,-0.04416875
77,0.19764375,-0.04118125
78,0.19200625,-0.03903125
79,0.18059375,-0.0391125
80,0.17479375,-0.0445125
81,0.17430625,-0.0510625
82,0.16885625,-0.054825
83,0.16291250000000002,-0.0591
84,0.15638125,-0.05981875
85,0.14724375,-0.0564625
86,0.13718125,-0.05153125
87,0.1289,-0.0461625
88,0.122325,-0.0449625
89,0.114475,-0.0459
90,0.10943125,-0.0478125
91,0.10430625,-0.050624999999999996
92,0.102975,-0.0538625
93,0.10281875,-0.05613125
94,0.10158125,-0.04651875
95,0.10125625,-0.0319875
96,0.1008,-0.024175
97,0.093925,-0.0187125
98,0.09053125,-0.01505
99,0.0970625,-0.0098
100,0.10935,-0.0044875
101,0.12184375,0.000925
102,0.13794375,0.008324999999999999
103,0.149625,0.01561875
104,0.15499374999999999,0.01975625
105,0.1605125,0.0181125
106,0.1678,0.0087875
107,0.17308125,0.00065
108,0.17684375,-0.005075
109,0.1872125,-0.012625
110,0.194275,-0.01331875
111,0.18845,-0.00745
112,0.1827625,-0.008075
113,0.18205625,-0.01715625
114,0.18151875,-0.02466875
115,0.18193125,-0.02648125
116,0.18200625,-0.030574999999999998
117,0.186925,-0.03584375
118,0.19618750000000001,-0.0408375
119,0.20548125,-0.043925
120,0.20795625,-0.0420375
121,0.2140375,-0.03285
122,0.21481875,-0.01981875
123,0.142275,-0.07871875
124,0.00958125,-0.22406875
125,-0.07171875,-0.25425
126,-0.12380000000000001,-0.2390625
127,-0.123075,-0.23743125
128,-0.071075,-0.2371875
129,-0.02260625,-0.2405625
130,-0.02581875,-0.248225
131,-0.0865625,-0.25115625
132,-0.12886875,-0.2678125
133,-0.07615625,-0.30204375
134,-0.0557,-0.31945
135,0.01644375,-0.23777500000000001
136,0.12099375,-0.04229375
137,0.1073875,0.0189
138,0.08815625,-0.00319375
139,0.1385375,-0.01093125
140,0.16144375,0.0060875
141,0.0450125,0.01650625
142,-0.00916875,0.02581875
143,-0.04678125,0.00331875
144,0.0294375,-0.04314375
145,-0.033,-0.119375
146,0.02371875,-0.17584375
147,0.02675,-0.2150875
148,0.13146875,-0.2511375
149,-0.051525,-0.276925
150,-0.15485,-0.25960625
151,-0.01475,-0.27573125
152,0.00816875,-0.29013125
153,-0.0709125,-0.30138750000000003
154,-0.03505625,-0.30905
155,0.0074125,-0.3025375
156,-0.0079125,-0.2986125
157,0.05135625,-0.29631875
158,0.03493125,-0.28733125
159,-0.0407875,-0.26951875
160,-0.04855,-0.24970625
161,-0.03838125,-0.233075
162,0.0113,-0.22388125
163,0.0502375,-0.15804375
164,-0.0510625,0.0921
165,-0.14378749999999998,0.27116875
166,-0.10841875,0.26061875
167,-0.07754375,0.22285
168,-0.0833875,0.2036375
169,-0.08999375,0.19618125
170,-0.09005625,0.19464375
171,-0.08923125,0.19420625
172,-0.0921375,0.196375
173,-0.09891875,0.199425
174,-0.10724375,0.2032125
175,-0.1108875,0.20536875
176,-0.1109125,0.2025
177,-0.11395,0.2001125
178,-0.118975,0.193425
179,-0.12550624999999999,0.18395
180,-0.1319625,0.1783375
181,-0.1391625,0.17730625
182,-0.14495,0.17666874999999999
183,-0.144975,0.17605625
184,-0.13876875,0.17503125
185,-0.1256,0.17289375
186,-0.11795625,0.1653625
187,-0.11046875,0.154125
188,-0.101375,0.14700625
189,-0.085975,0.13874375
190,-0.07800625,0.130725
191,-0.124475,0.11995
192,-0.1155625,0.10509375
193,-0.06145625,0.0906875
194,-0.03840625,0.08390625
195,-0.059375,0.077925
196,-0.11629375,0.071425
197,-0.10398125,0.06366875
198,-0.06830625,0.0594375
199,0.00955,0.061837500000000004
200,0.0659125,0.061274999999999996
201,0.06115625,0.05641875
202,0.05835625,0.0549125
203,0.056025,0.051949999999999996
204,0.0453375,0.04610625
205,0.035824999999999996,0.04389375
206,0.03925,0.04766875
207,0.04429375,0.0527125
208,0.0457375,0.0613125
209,0.050374999999999996,0.07489375
210,0.057125,0.08469375
211,0.0541375,0.09019375
212,0.04503125,0.0919
213,0.0403,0.0908625
214,0.033525,0.08896875
215,0.01526875,0.0683
216,-0.014624999999999999,0.0207
217,-0.0445125,-0.0269
218,-0.0744,-0.0745
219,-0.10429375,-0.1221
220,-0.08263125,-0.18881875
221,-0.01060625,-0.193575
222,0.08000625,-0.1860875
223,0.1809875,-0.16675625
224,-0.113425,-0.0481875
225,-0.32490625,-0.00400625
226,-0.35704375,-0.0769
227,-0.27640625,-0.1953375
228,-0.153825,-0.23835
229,-0.12139375,-0.23946875
230,-0.12854375,-0.24555
231,-0.1725375,-0.24771875
232,-0.15985,-0.24865625
233,-0.09873124999999999,-0.25963125
234,-0.10104375,-0.27159375
235,-0.0853625,-0.263075
236,-0.05655625,-0.24403125
237,-0.07099375,-0.2432375
238,-0.08233125,-0.2508375
239,-0.0726375,-0.228275
240,-0.10499375,-0.09250625
241,-0.23484375,0.03239375
242,-0.27579375,0.02274375
243,-0.29583125,0.0185
244,-0.12829375,-0.0034000000000000002
245,0.14018125,-0.0015125
246,0.24158125,0.013925
247,0.25869375,0.01694375
248,0.27119375,0.024737500000000003
249,0.28079375,0.032674999999999996
250,0.2811625,0.0320625
251,0.27959375,0.0268
252,0.27509375,0.02914375
253,0.27498125,0.0359375
254,0.277325,0.0459625
255,0.2717125,0.05695625
256,0.26243125,0.06382499999999999
257,0.25791875,0.06368750000000001
258,0.25784375,0.054625
259,0.25550625,0.04685
260,0.25043125,0.048293749999999996
261,0.240325,0.058431250000000004
262,0.22905,0.0710375
263,0.22170625,0.07818125
264,0.2127,0.07815
265,0.20784375,0.07636875
266,0.21056249999999999,0.07526875
267,0.21176875,0.0756
268,0.20579375,0.07599375
269,0.19725625,0.08026875
270,0.19440000000000002,0.08906875
271,0.19639375,0.092125
272,0.19745625,0.08605
273,0.19729375,0.07614375
274,0.19546875,0.0727
275,0.19445,0.07494375
276,0.19754375,0.07996875
277,0.19860625,0.09099375
278,0.19058125,0.10403125
279,0.18543125,0.11551875
280,0.22984375,0.12434375
281,0.28805000000000003,0.12858125
282,0.29679375,0.13080625
283,0.2366625,0.13544375
284,0.1762125,0.14619375
285,0.1760625,0.1616
286,0.18444375,0.18060625
287,0.18861250000000002,0.2030875
288,0.193875,0.22354375
289,0.209475,0.2390875
290,0.2253125,0.2502125
291,0.1886125,0.2490625
292,0.14803125,0.24826875
293,0.1991875,0.26535
294,0.2639875,0.284225
295,0.26975625000000003,0.30495
296,0.2070375,0.3306125
297,0.20848125,0.35926875
298,0.33814375,0.37368125
299,0.3627875,0.30861875
0,-0.01223125,0.10288125000000001
1,-0.01283125,-0.021575
2,-0.013825,-0.017937500000000002
3,-0.01316875,-0.01415625
4,-0.01143125,-0.01174375
5,-0.00893125,-0.007625
6,-0.00690625,-0.0097125
7,-0.00298125,-0.01214375
8,0.00146875,-0.00970625
9,-0.00049375,-0.01091875
10,-0.0088875,-0.0159125
11,-0.01886875,-0.02075
12,-0.03075,-0.027168750000000002
13,-0.04390625,-0.03381875
14,-0.0578875,-0.03365625
15,-0.071025,-0.0333
16,-0.0837,-0.04019375
17,-0.0974375,-0.051975
18,-0.1084375,-0.0666375
19,-0.125925,-0.07661875
20,-0.12000625,-0.0809125
21,0.10239375,-0.10451875
22,0.38751875,-0.14409375
23,0.4309875,-0.1409625
24,0.444125,-0.12385625
25,0.4597375,-0.10941875
26,0.467225,-0.1034375
27,0.473975,-0.1031875
28,0.48021875,-0.0975
29,0.4851,-0.08731875
30,0.49554375,-0.07845625
31,0.50800625,-0.0661625
32,0.50616875,-0.05541875
33,0.49900625,-0.047225
34,0.4899,-0.04685
35,0.4864625,-0.0510875
36,0.4876,-0.05305
37,0.48675,-0.0525375
38,0.48709375,-0.05208125
39,0.48445,-0.05075
40,0.48036875,-0.0504125
41,0.48220625,-0.05256875
42,0.4741,-0.05886875
43,0.45814375,-0.06721875
44,0.4490125,-0.0709875
45,0.44420625,-0.0697
46,0.4423625,-0.06659375
47,0.44277500000000003,-0.059025
48,0.43813124999999997,-0.05230625
49,0.426225,-0.0437875
50,0.4168375,-0.030824999999999998
51,0.4114125,-0.02236875
52,0.40229375,-0.01865625
53,0.39105625,-0.01359375
54,0.37810625,-0.00835
55,0.362225,-0.00793125
56,0.35209375,-0.01085
57,0.3474875,-0.01438125
58,0.34420625,-0.0137375
59,0.3370875,-0.01374375
60,0.33198125,-0.01670625
61,0.327125,-0.02214375
62,0.32238125,-0.02769375
63,0.31990625,-0.03399375
64,0.31296875,-0.03894375
65,0.30211875,-0.0463375
66,0.29421875,-0.05399375
67,0.290975,-0.05319375
68,0.28295,-0.04711875
69,0.27016875,-0.04568125
70,0.25896874999999997,-0.04535
71,0.25034375,-0.041112499999999996
72,0.24545,-0.0403375
73,0.245525,-0.04154375
74,0.24626875,-0.04131875
75,0.24613125,-0.03865625
76,0.25193125,-0.0331125
77,0.23055,-0.02461875
78,0.16575,-0.02036875
79,0.10091875,-0.0161
80,0.0361,-0.01184375
81,-0.0287,-0.0076
82,-0.0935,-0.00333125
83,-0.1098875,-0.0022187500000000002
84,-0.14786875,0.013018749999999999
85,-0.1074625,0.0058125
86,-0.06828125,-0.00384375
87,-0.1865125,0.01469375
88,-0.19154375,0.02135
89,-0.0318625,0.07444375
90,0.049737500000000004,0.1676125
91,0.07074375,0.2114375
92,0.0752625,0.2175125
93,0.0742,0.2084125
94,0.0018125000000000007,0.153725
95,-0.03188125,0.1089875
96,-0.05359375,0.060425
97,-0.1421125,0.02440625
98,-0.07623125,0.030925
99,-0.030762499999999998,0.02726875
100,-0.084625,0.0225125
101,-0.20544375,0.04951875
102,-0.32923125,0.05506875
103,-0.27101875,0.05664375
104,-0.1948625,0.033931249999999996
105,-0.22245625,0.01316875
106,-0.3279875,0.04238125
107,-0.37311875,0.06245
108,-0.337425,0.03824375
109,-0.056025,0.0528625
110,0.217325,0.06373125
111,0.2102375,0.0570375
112,0.1929375,0.06125
113,0.20269375,0.06275
114,0.220375,0.0622625
115,0.24341875,0.06139375
116,0.26279375,0.05868125
117,0.27823125,0.064675
118,0.2893375,0.074825
119,0.29378125,0.07996875
120,0.294875,0.08155
121,0.2899625,0.081075
122,0.28119375,0.0752375
123,0.2743,0.06776875
124,0.26769375,0.0607375
125,0.26390625,0.05715625
126,0.26295,0.05431875
127,0.2601625,0.05205625
128,0.2525625,0.04810625
129,0.24619375,0.0478125
130,0.237675,0.05274375
131,0.2288375,0.053925
132,0.22915,0.05493125
133,0.2294125,0.056925
134,0.22390625,0.0608375
135,0.21168125,0.06485625
136,0.19949375,0.06851875
137,0.196025,0.07405
138,0.18925,0.08011875
139,0.17349375,0.08110625
140,0.15794375,0.0806125
141,0.1457125,0.07749375
142,0.13135,0.0714875
143,0.12244375,0.06391875
144,0.11628125,0.0522625
145,0.1030375,0.04495625
146,0.08638124999999999,0.037225
147,0.080125,0.024325
148,0.08223125,0.01634375
149,0.08324375,0.0130875
150,0.07850625,0.00975
151,0.07675,0.01496875
152,0.086275,0.01856875
153,0.10019375,0.0240125
154,0.106975,0.0336875
155,0.10434375,0.04321875
156,0.09739375,0.06163125
157,0.09435,0.0836125
158,0.09126875,0.1058
159,0.0940125,0.13143125
160,-0.051975,0.09955
161,-0.33630625000000003,0.07701875
162,-0.42138125,0.1142625
163,-0.41453125,0.1295625
164,-0.4119875,0.13646250000000001
165,-0.40830625,0.1482625
166,-0.3937875,0.15739375
167,-0.37925625,0.15966249999999998
168,-0.374,0.15981875
169,-0.37776875,0.1582875
170,-0.383225,0.1589625
171,-0.3639,0.15895625
172,-0.34510625,0.166325
173,-0.3469875,0.18030000000000002
174,-0.357675,0.18445625
175,-0.3700625,0.18315625
176,-0.35983125,0.1789375
177,-0.35726875,0.17405625
178,-0.3716625,0.16965625
179,-0.36785625,0.16506875
180,-0.3588375,0.1594625
181,-0.35980625,0.1508375
182,-0.3870875,0.1411875
183,-0.4035875,0.1366125
184,-0.38843125,0.12965
185,-0.37446875,0.1208625
186,-0.36755625000000003,0.11424375
187,-0.35388125,0.10755
188,-0.34068125,0.10248125
189,-0.3393375,0.098675
190,-0.34254375,0.09659375
191,-0.34530625,0.0972875
192,-0.34757499999999997,0.092275
193,-0.35445625000000003,0.08590625
194,-0.35825,0.08613125
195,-0.35959375,0.09991875
196,-0.36315625,0.1149
197,-0.370425,0.12380625
198,-0.37755625,0.136175
199,-0.3590125,0.149775
200,-0.33201875,0.1525625
201,-0.3395375,0.14918125
202,-0.36880625,0.14749375
203,-0.387975,0.140075
204,-0.39615625,0.133475
205,-0.403725,0.13324375
206,-0.41000625,0.13654375
207,-0.4118,0.13721875
208,-0.40931249999999997,0.1311625
209,-0.41070625,0.12588125
210,-0.422825,0.12769375
211,-0.41694375,0.12344375
212,-0.25624375,0.06368125
213,-0.11961875,-0.00614375
214,-0.15355625,0.026725
215,-0.123875,0.0390625
216,-0.15138125,0.03289375
217,-0.10134375,-0.0323625
218,0.06540625,-0.149825
219,0.181225,-0.214875
220,0.25275,-0.26191875
221,0.33644375,-0.3022125
222,0.38591875,-0.32196875
223,0.38363125,-0.31110625000000003
224,0.343925,-0.29356875
225,0.33014375,-0.2937375
226,0.3510125,-0.301825
227,0.32658125,-0.28138125
228,0.37196875,-0.30386875
229,0.38033125,-0.31170625
230,0.34253125,-0.30710625
231,0.284975,-0.2993625
232,0.31601875,-0.311675
233,0.3073375,-0.287525
234,0.33603125,-0.265375
235,0.35463125,-0.26249374999999997
236,0.2542875,-0.23578125
237,0.23274375,-0.24519375
238,0.1824625,-0.24985625
239,0.17008125000000002,-0.24746875000000002
240,0.16041249999999999,-0.24835000000000002
241,0.30005625,-0.25529375
242,0.320675,-0.26603125
243,0.311875,-0.245325
244,0.303225,-0.24676875
245,0.22615,-0.2541
246,0.20611875,-0.2642375
247,0.23945624999999998,-0.26495
248,0.2655625,-0.25395625
249,0.2509375,-0.26130625
250,0.27161875,-0.28310625
251,0.364225,-0.270075
252,0.40195625,-0.27046875
253,0.3366,-0.29618125
254,0.24863125,-0.2972625
255,0.2647,-0.29910625
256,0.24505,-0.28306875
257,0.23339374999999998,-0.25995
258,0.21368125,-0.2498
259,0.23059375000000001,-0.26480625
260,0.25818125,-0.27811875
261,0.26635625,-0.2867625
262,0.31884375,-0.3233375
263,0.35761875,-0.33268125
264,0.38291875,-0.33565
265,0.3507625,-0.3290125
266,0.3131625,-0.32836875
267,0.34316875,-0.299525
268,0.46726875,-0.1351125
269,0.48338125,0.073625
270,0.46684375,0.0980375
271,0.46898125,0.07355
272,0.4689625,0.06263125
273,0.4665,0.05658125
274,0.4717,0.05060625
275,0.47883125,0.04629375
276,0.47789375,0.04478125
277,0.47211875,0.041025
278,0.46284375,0.0331625
279,0.45519375,0.02709375
280,0.44690625,0.02036875
281,0.43293750000000003,0.0127125
282,0.42408125,0.0024312500000000003
283,0.42031875,-0.0095375
284,0.419425,-0.016112500000000002
285,0.42219375,-0.01155625
286,0.4172375,-0.001825
287,0.4047125,0.0025375
288,0.3989625,0.009425
289,0.403725,0.0202
290,0.4091375,0.0322125
291,0.40935625,0.04398125
292,0.406725,0.051075
293,0.40856875,0.05051875
294,0.41695,0.046025
295,0.42879375,0.04455
296,0.43758125,0.043525
297,0.43972500000000003,0.049975
298,0.44520625,0.04935
299,0.46549375,-0.0365125
0,-0.01250625,0.10285625
1,-0.01404375,-0.02265625
2,-0.01816875,-0.024025
3,-0.02855625,-0.0233
4,-0.04770625,-0.01736875
5,-0.06883125,-0.0049125
6,-0.0838,0.00654375
7,-0.0923625,0.0155
8,-0.09500625,0.027325
9,-0.09496875,0.04211875
10,-0.092525,0.0581875
11,-0.08756875,0.07770625
12,-0.08265625,0.09886875
13,-0.07590625,0.1199375
14,-0.060193750000000004,0.137075
15,-0.0430125,0.15265625
16,-0.03214375,0.17160625
17,-0.0256375,0.187425
18,-0.0180125,0.1984375
19,-0.00775,0.20818125
20,-0.00426875,0.2197
21,-0.01799375,0.23006875
22,-0.027575,0.23035624999999998
23,-0.01875625,0.22435625
24,-0.0159125,0.22419375
25,-0.02940625,0.23265
26,-0.0439375,0.24299375
27,-0.05261875,0.24924375
28,-0.0652875,0.25451875
29,-0.0898,0.258575
30,-0.1159375,0.263
31,-0.1328625,0.26750625
32,-0.14416875,0.26949999999999996
33,-0.15231875,0.2717875
34,-0.15879375,0.27740625
35,-0.1635,0.2820625
36,-0.16309375,0.28933125
37,-0.1578875,0.29488125
38,-0.1579,0.29968125
39,-0.1619375,0.30894375
40,-0.16383125,0.3169125
41,-0.1679125,0.3218125
42,-0.1683125,0.32644375000000003
43,-0.1616125,0.326325
44,-0.1497625,0.325825
45,-0.13921875,0.330275
46,-0.1309125,0.33868750000000003
47,-0.1161875,0.345225
48,-0.0982125,0.35025625
